id,WorldPortIndexNumber,CountryCode,Latitude,Longitude,SuppliesFuelOil,SuppliesDieselOil,Repairs
980,39990.0,Italy,40.75,14.45,Yes,Yes,Limited
981,40760.0,Italy,45.416667,12.433333,Yes,Yes,Major
982,40040.0,Italy,40.666667,14.75,Yes,Yes,Limited
983,50330.0,Indonesia,-2.983333,104.766667,Yes,Yes,Limited
984,10870.0,Haiti,18.433333,-72.866667,Unknown,Unknown,Unknown
985,51770.0,Indonesia,3.466667,117.833333,Yes,Unknown,Unknown
986,49720.0,India,11.683333,92.75,Yes,Yes,None
987,50120.0,Indonesia,-3.016667,106.45,Unknown,Unknown,Unknown
988,61750.0,Japan,35.55,133.25,Yes,Yes,Moderate
989,51254.0,Indonesia,-8.9,116.75,No,No,None
990,50700.0,Indonesia,4.116667,98.216667,No,No,Limited
991,50380.0,Indonesia,-5.466667,105.316667,No,Unknown,Limited
992,40130.0,Italy,38.119,13.38,Yes,Yes,Major
993,39740.0,Italy,42.933,10.557,Yes,Yes,Limited
994,59485.0,Philippines,6.116667,125.183333,Yes,Unknown,Unknown
995,59345.0,Philippines,8.983333,125.333333,Unknown,Yes,Limited
996,55695.0,Niue,-19.033333,-169.933333,Unknown,Unknown,EmergencyOnly
997,55440.0,NewZealand,-42.433333,171.216667,Unknown,Yes,Limited
998,55400.0,NewZealand,-46.6,168.333333,Yes,Unknown,Major
999,47105.0,Kenya,-3.633333,39.866667,No,No,Unknown
1000,46935.0,Mozambique,-14.533333,40.666667,Unknown,Yes,Limited
1001,46930.0,Mozambique,-15.033333,40.733333,No,Yes,Limited
1002,57320.0,NewCaledonia,-22.283333,166.433333,Yes,Yes,Moderate
1003,56500.0,Nauru,-0.533333,166.916667,Yes,Unknown,Limited
1004,46240.0,Nigeria,3.85,6.983333,No,No,Unknown
1005,46230.0,Nigeria,4.966667,8.316667,Yes,No,Limited
1006,45812.0,Mauritania,20.916667,-17.05,Yes,Yes,Limited
1007,45793.0,Morocco,33.6,-7.616667,Yes,Yes,Limited
1008,45297.0,Libya,30.633333,18.366667,No,No,EmergencyOnly
1009,45295.0,Libya,30.416667,19.6,No,No,None
1010,44200.0,Russia,44.716667,37.783333,Yes,Yes,Major
1011,43560.0,Romania,44.166667,28.65,Yes,Yes,Moderate
1012,46140.0,Nigeria,6.0,5.466667,Yes,Yes,None
1013,45950.0,Liberia,5.866667,-10.066667,No,No,Unknown
1014,45940.0,Liberia,6.316667,-10.816667,Yes,Yes,Limited
1015,43600.0,Romania,45.416667,28.083333,Yes,Yes,Moderate
1016,37990.0,Portugal,38.7,-9.166667,Yes,Yes,Major
1017,31150.0,Netherlands,51.816667,4.65,Yes,Yes,Limited
1018,31010.0,Netherlands,53.183333,5.416667,Yes,Yes,Limited
1019,38130.0,Portugal,32.633333,-16.916667,Yes,Yes,Moderate
1020,28720.0,Poland,54.416667,18.666667,Yes,Yes,Major
1021,15550.0,Nicaragua,12.483333,-87.166667,No,No,Limited
1022,11630.0,SaintLucia,14.016667,-61.0,Yes,Unknown,Limited
1023,11400.0,SaintKittsandNevis,17.3,-62.716667,Yes,Unknown,Limited
1024,10580.0,CaymanIslands,19.3,-81.383333,Unknown,Yes,Moderate
1025,23530.0,Norway,58.016667,7.466667,Yes,Unknown,Moderate
1026,23110.0,Norway,62.733333,7.166667,Yes,Unknown,Moderate
1027,15990.0,Mexico,31.866667,-116.633333,Yes,Yes,Moderate
1028,14955.0,Peru,-11.933333,-77.133333,Yes,Unknown,Unknown
1029,9410.0,Mexico,18.066667,-94.416667,Yes,Unknown,Limited
1030,9770.0,Nicaragua,12.016667,-83.75,Yes,Unknown,Limited
1031,9769.0,Nicaragua,12.0,-83.7,Yes,Yes,Limited
1032,23115.0,Norway,62.3,5.65,Unknown,Unknown,Unknown
1033,23125.0,Norway,61.933333,5.116667,Yes,Unknown,Limited
1034,23451.0,Norway,59.266667,5.516667,No,No,Limited
1035,11090.0,PuertoRico,18.433333,-67.15,Yes,Yes,Unknown
1036,11290.0,PuertoRico,18.2,-67.15,Unknown,Unknown,Limited
1037,11625.0,SaintLucia,13.983333,-61.016667,No,No,None
1038,30985.0,Netherlands,53.45,6.833333,Yes,Unknown,Limited
1039,58100.0,Philippines,14.283333,122.683333,Yes,Yes,EmergencyOnly
1040,59380.0,Philippines,8.366667,126.333333,Unknown,Unknown,Unknown
1041,59400.0,Philippines,6.95,126.216667,Yes,Unknown,Limited
1042,59720.0,Philippines,8.516667,124.75,Unknown,Unknown,Limited
1043,61060.0,Russia,53.583333,142.5,Yes,Unknown,None
1044,46190.0,Nigeria,4.066667,6.283333,No,Unknown,None
1045,56835.0,PapuaNewGuinea,-5.133333,150.533333,Yes,Yes,None
1046,48357.0,Kuwait,29.033333,48.166667,Yes,Yes,Moderate
1047,48370.0,Kuwait,29.35,47.933333,Unknown,Unknown,Limited
1048,47107.0,Kenya,-3.216667,40.133333,Yes,Yes,Unknown
1049,48142.0,SaudiArabia,16.9,42.483333,Yes,Yes,Limited
1050,28400.0,Russia,59.983333,29.783333,Yes,Unknown,Major
1051,53250.0,PapuaNewGuinea,-5.216667,145.816667,Yes,Unknown,Limited
1052,57810.0,Macau,22.183333,113.566667,Yes,Unknown,Limited
1053,57970.0,Philippines,20.45,121.966667,Unknown,Unknown,EmergencyOnly
1054,58655.0,Philippines,11.033333,125.716667,Yes,Yes,Unknown
1055,58670.0,Philippines,11.766667,124.883333,Yes,Yes,Unknown
1056,58750.0,Philippines,10.683333,124.8,Unknown,Yes,Limited
1057,62775.0,Russia,65.833333,44.183333,Yes,Unknown,Limited
1058,59430.0,Philippines,7.066667,125.616667,Yes,Yes,Limited
1059,59770.0,Philippines,6.716667,121.966667,Unknown,Unknown,Limited
1060,59800.0,Philippines,6.05,121.0,Yes,Unknown,None
1061,60860.0,Russia,53.55,143.0,Unknown,Unknown,Limited
1062,12570.0,Peru,-3.75,-73.233333,Yes,No,Limited
1063,45240.0,Libya,32.766667,22.65,Yes,Unknown,None
1064,45335.0,Libya,32.8,12.716667,No,No,None
1065,45785.0,Morocco,34.3,-6.6,Yes,Yes,Limited
1066,45802.0,Morocco,30.433333,-9.633333,Yes,Yes,Limited
1067,56400.0,MarshallIslands,7.083333,171.383333,Yes,Yes,Limited
1068,14970.0,Peru,-11.583333,-77.25,No,No,None
1069,15427.0,Panama,8.216667,-82.866667,No,No,Limited
1070,48338.0,SaudiArabia,27.083333,49.666667,Yes,Yes,Limited
1071,48356.0,Kuwait,28.733333,48.4,Yes,No,EmergencyOnly
1072,49980.0,Malaysia,2.05,102.566667,Yes,Unknown,Unknown
1073,23450.0,Norway,59.283333,5.316667,Yes,Unknown,Limited
1074,11250.0,PuertoRico,17.95,-66.166667,Yes,Unknown,Unknown
1075,45800.0,Morocco,31.5,-9.783333,No,Unknown,Unknown
1076,46207.0,Nigeria,4.716667,7.083333,Yes,Unknown,EmergencyOnly
1077,46241.0,Nigeria,3.133333,6.816667,Unknown,Unknown,Unknown
1078,57485.0,Cambodia,10.633333,103.5,Yes,Unknown,Limited
1079,46880.0,Mozambique,-23.916667,35.4,Unknown,Yes,Limited
1080,47110.0,Kenya,-2.266667,40.9,Unknown,Unknown,None
1081,47430.0,Madagascar,-20.283333,44.3,Unknown,Unknown,Unknown
1082,47500.0,Madagascar,-22.116667,48.05,Unknown,Unknown,Unknown
1083,53150.0,PapuaNewGuinea,-9.066667,143.2,Yes,Yes,EmergencyOnly
1084,53165.0,PapuaNewGuinea,-10.316667,150.45,Yes,No,None
1085,55030.0,NewZealand,-35.316667,174.116667,Yes,Unknown,Limited
1086,55330.0,NewZealand,-43.8,172.966667,Unknown,Yes,Limited
1087,58390.0,Philippines,14.433333,120.483333,Yes,Unknown,Major
1088,31020.0,Netherlands,52.966667,4.783333,Yes,Yes,Moderate
1089,31215.0,Netherlands,51.45,4.0,Yes,Yes,Unknown
1090,37980.0,Portugal,40.15,-8.85,Unknown,Yes,Moderate
1091,38030.0,Portugal,37.033333,-7.933333,Unknown,Unknown,Limited
1092,45955.0,Liberia,4.366667,-7.716667,Yes,Yes,Unknown
1093,58620.0,Philippines,12.366667,123.616667,Yes,Yes,Limited
1094,59100.0,Philippines,9.133333,123.633333,Yes,Unknown,None
1095,60290.0,NorthKorea,38.733333,125.616667,Unknown,Unknown,Unknown
1096,61040.0,Russia,50.9,142.133333,Unknown,Unknown,EmergencyOnly
1097,46150.0,Nigeria,5.9,5.683333,Yes,Yes,None
1098,44090.0,Russia,46.733333,38.266667,No,No,Limited
1099,45040.0,Lebanon,33.5,35.35,Yes,Yes,Limited
1100,37950.0,Portugal,41.183333,-8.7,Yes,Yes,Limited
1101,38110.0,Portugal,36.933333,-25.15,Yes,Unknown,EmergencyOnly
1102,44070.0,Russia,47.166667,39.716667,Yes,Yes,Limited
1103,44060.0,Russia,47.2,38.95,Unknown,Unknown,Limited
1104,15710.0,Mexico,14.7,-92.45,Yes,No,Limited
1105,11205.0,PuertoRico,18.05,-65.833333,Yes,Yes,None
1106,31120.0,Netherlands,51.9,4.35,Yes,Yes,Moderate
1107,40330.0,Malta,35.9,14.516667,Yes,Yes,Major
1108,14990.0,Peru,-10.8,-77.75,No,No,Limited
1109,23105.0,Norway,62.683333,8.55,Unknown,No,Limited
1110,15140.0,Peru,-5.833333,-81.05,Unknown,Unknown,Unknown
1111,15423.0,Panama,8.866667,-79.666667,Yes,Unknown,Moderate
1112,28300.0,Russia,60.716667,28.75,Yes,Unknown,Limited
1113,38000.0,Portugal,38.516667,-8.9,Yes,Yes,Moderate
1114,21690.0,Norway,68.566667,14.916667,Yes,Yes,Unknown
1115,38005.0,Portugal,37.95,-8.866667,Yes,Yes,Limited
1116,31210.0,Netherlands,51.45,3.6,Yes,Yes,Major
1117,46920.0,Mozambique,-17.7,37.183333,Unknown,Unknown,Unknown
1118,15170.0,Peru,-5.083333,-81.116667,Unknown,Unknown,Limited
1119,15730.0,Mexico,16.166667,-95.2,Yes,Yes,Limited
1120,43570.0,Romania,45.166667,29.666667,Yes,Yes,Moderate
1121,15917.0,Mexico,24.266667,-110.333333,Yes,Unknown,Moderate
1122,31050.0,Netherlands,52.433333,4.833333,Yes,Yes,Limited
1123,15545.0,Nicaragua,12.183333,-86.766667,Yes,Yes,None
1124,15460.0,Panama,8.266667,-82.85,No,No,Moderate
1125,28360.0,Russia,60.366667,28.633333,Yes,Unknown,Limited
1126,15050.0,Peru,-8.233333,-78.983333,Yes,Yes,Limited
1127,37940.0,Portugal,41.7,-8.833333,Yes,Yes,Moderate
1128,23835.0,Norway,59.266667,11.1,Unknown,Yes,Limited
1129,44240.0,Russia,43.583333,39.733333,Unknown,Yes,None
1130,46910.0,Mozambique,-17.883333,36.883333,Yes,No,Limited
1131,58395.0,Philippines,14.8,120.266667,Yes,Unknown,Moderate
1132,62680.0,Russia,69.716667,170.3,Yes,Unknown,Limited
1133,55000.0,NewZealand,-35.05,173.766667,Yes,Yes,EmergencyOnly
1134,48297.0,Qatar,25.916667,51.583333,No,No,None
1135,56450.0,Kiribati,1.333333,172.933333,Yes,No,Limited
1136,57425.0,Malaysia,5.516667,105.016667,No,No,Unknown
1137,55840.0,FrenchPolynesia,-17.533333,-149.583333,Yes,Yes,Major
1138,11620.0,SaintLucia,13.716667,-60.966667,Yes,Unknown,Limited
1139,55080.0,NewZealand,-37.633333,176.166667,Yes,Yes,Moderate
1140,55180.0,NewZealand,-39.95,175.033333,Yes,Yes,Limited
1141,59820.0,Philippines,5.55,120.816667,Unknown,Unknown,EmergencyOnly
1142,59725.0,Philippines,8.583333,124.766667,Yes,Yes,None
1143,59270.0,Philippines,9.733333,118.733333,Yes,Unknown,Limited
1144,55275.0,NewZealand,-40.85,172.9,Yes,Unknown,Limited
1145,62894.0,Russia,67.083333,32.316667,Yes,Yes,Unknown
1146,59780.0,Philippines,6.55,121.866667,Unknown,Unknown,Limited
1147,48348.0,SaudiArabia,28.116667,48.633333,No,No,Unknown
1148,58870.0,Philippines,9.65,123.85,Yes,Unknown,None
1149,56810.0,PapuaNewGuinea,-4.2,152.183333,Yes,Yes,Limited
1150,58890.0,Philippines,9.95,123.966667,Unknown,Unknown,EmergencyOnly
1151,60981.0,Russia,49.166667,142.066667,Unknown,Unknown,Unknown
1152,47720.0,Mauritius,-20.15,57.5,Yes,Yes,Moderate
1153,53170.0,PapuaNewGuinea,-10.616667,150.666667,Yes,Unknown,Limited
1154,48349.0,SaudiArabia,28.433333,48.583333,Yes,Yes,None
1155,59530.0,Philippines,7.833333,123.433333,Unknown,Unknown,Unknown
1156,60431.0,SouthKorea,37.533333,129.15,Yes,Unknown,Limited
1157,47750.0,Mauritius,-19.683333,63.416667,Unknown,Unknown,Unknown
1158,55770.0,FrenchPolynesia,-16.5,-151.75,No,No,Limited
1159,60880.0,Russia,49.216667,143.133333,No,No,None
1160,60582.0,Russia,42.633333,131.083333,No,Unknown,Limited
1161,53282.0,PapuaNewGuinea,-2.683333,141.133333,Yes,Unknown,Unknown
1162,56738.0,PapuaNewGuinea,-3.566667,143.633333,Yes,Yes,None
1163,60325.0,SouthKorea,37.0,126.8,No,No,Unknown
1164,49825.0,Malaysia,6.433333,99.766667,Unknown,Unknown,Unknown
1165,58770.0,Philippines,11.0,124.6,Yes,Unknown,Unknown
1166,53160.0,PapuaNewGuinea,-9.466667,147.133333,Yes,Yes,Limited
1167,58205.0,Philippines,12.966667,124.0,Unknown,Yes,EmergencyOnly
1168,59500.0,Philippines,7.35,124.216667,No,No,Unknown
1169,48340.0,SaudiArabia,26.633333,50.166667,Yes,No,Limited
1170,8225.0,UnitedStates,38.983333,-76.483333,Unknown,Yes,Limited
1171,8210.0,UnitedStates,39.266667,-76.583333,Yes,Yes,Major
1172,8130.0,UnitedStates,39.95,-75.133333,Yes,Yes,Major
1173,8080.0,UnitedStates,39.85,-75.35,Yes,Yes,Major
1174,7810.0,UnitedStates,40.7,-74.15,Yes,Yes,Moderate
1175,7790.0,UnitedStates,40.683333,-74.1,Yes,Yes,Major
1176,7770.0,UnitedStates,40.75,-74.016667,Yes,Yes,Moderate
1177,7610.0,UnitedStates,41.016667,-73.616667,Unknown,Yes,Moderate
1178,7570.0,UnitedStates,41.166667,-73.183333,Yes,Yes,Limited
1179,7400.0,UnitedStates,41.7,-71.166667,Yes,Yes,Limited
1180,7720.0,UnitedStates,42.65,-73.75,Yes,Yes,Limited
1181,46690.0,SaintHelenaAscensionandTristandaCunha,-15.916667,-5.716667,No,No,Unknown
1182,56280.0,UnitedStates,21.3,-157.866667,No,Yes,Major
1183,47820.0,Somalia,10.45,45.016667,No,No,Limited
1184,57120.0,SolomonIslands,-9.416667,159.95,Yes,Unknown,Limited
1185,56970.0,SolomonIslands,-8.1,156.85,Yes,No,Limited
1186,45400.0,Tunisia,35.5,11.066667,No,No,EmergencyOnly
1187,44870.0,Turkey,36.883333,35.933333,No,No,None
1188,50000.0,Singapore,1.283333,103.85,Yes,Yes,Major
1189,44010.0,Ukraine,47.083333,37.566667,Yes,Unknown,Moderate
1190,44000.0,Ukraine,46.75,36.783333,Yes,Yes,Limited
1191,40860.0,Slovenia,45.55,13.733333,Yes,Yes,Major
1192,45867.0,SierraLeone,7.533333,-12.5,No,No,Limited
1193,6940.0,UnitedStates,44.216667,-69.066667,Yes,Yes,Limited
1194,7340.0,UnitedStates,41.383333,-70.5,Yes,Yes,Limited
1195,6900.0,UnitedStates,44.8,-68.766667,Yes,Yes,Limited
1196,6860.0,UnitedStates,44.383333,-68.733333,Unknown,Yes,Limited
1197,19800.0,UnitedStates,61.216667,-149.9,Yes,Yes,Limited
1198,19640.0,UnitedStates,60.55,-145.766667,Yes,Yes,Limited
1199,19480.0,UnitedStates,57.516667,-134.933333,Yes,Yes,Unknown
1200,18055.0,UnitedStates,48.866667,-122.75,Yes,Unknown,Limited
1201,18050.0,UnitedStates,48.75,-122.5,Yes,Yes,Moderate
1202,17060.0,UnitedStates,46.983333,-123.816667,Yes,Yes,Limited
1203,16850.0,UnitedStates,46.2,-123.833333,Yes,Yes,Moderate
1204,16700.0,UnitedStates,41.75,-124.2,Yes,Yes,Limited
1205,16670.0,UnitedStates,40.8,-124.183333,Yes,Yes,Limited
1206,16630.0,UnitedStates,38.333333,-123.05,Unknown,Yes,Unknown
1207,4790.0,UnitedStates,41.733333,-87.516667,Yes,Yes,Major
1208,4710.0,UnitedStates,42.783333,-86.133333,Yes,Yes,Limited
1209,4700.0,UnitedStates,43.066667,-86.233333,Yes,Yes,Limited
1210,4640.0,UnitedStates,44.633333,-86.25,Yes,Yes,Limited
1211,20290.0,UnitedStates,58.85,-158.55,No,Yes,Limited
1212,16470.0,UnitedStates,38.05,-122.15,Yes,Yes,Unknown
1213,16050.0,UnitedStates,33.35,-118.316667,No,Yes,Limited
1214,9340.0,UnitedStates,25.95,-97.4,Yes,Yes,Limited
1215,9150.0,UnitedStates,29.316667,-94.783333,Yes,Yes,Major
1216,9140.0,UnitedStates,30.083333,-94.083333,Yes,Yes,Major
1217,8970.0,UnitedStates,30.45,-91.183333,Yes,Yes,Major
1218,8720.0,UnitedStates,29.85,-84.666667,Unknown,Yes,Limited
1219,8660.0,UnitedStates,24.55,-81.816667,Yes,Yes,Limited
1220,8600.0,UnitedStates,27.466667,-80.316667,Yes,Yes,Limited
1221,8570.0,UnitedStates,30.4,-81.433333,Yes,Yes,Unknown
1222,8560.0,UnitedStates,30.683333,-81.466667,Yes,Yes,Limited
1223,8380.0,UnitedStates,35.616667,-76.616667,Yes,Yes,Limited
1224,8325.0,UnitedStates,36.3,-76.216667,Yes,Yes,Limited
1225,4420.0,UnitedStates,44.183333,-83.55,Unknown,Yes,Limited
1226,4400.0,UnitedStates,43.6,-83.866667,Yes,Yes,Major
1227,3470.0,UnitedStates,41.9,-80.8,Yes,Yes,Major
1228,3460.0,UnitedStates,41.966667,-80.55,Yes,Yes,Moderate
1229,3440.0,UnitedStates,42.483333,-79.333333,Yes,Yes,Limited
1230,19550.0,UnitedStates,58.233333,-134.266667,Unknown,Unknown,Unknown
1231,6630.0,UnitedStates,44.716667,-67.466667,Unknown,Yes,Limited
1232,46090.0,Togo,6.133333,1.283333,Yes,Yes,Limited
1233,43670.0,Ukraine,46.95,31.983333,Yes,Yes,Moderate
1234,44790.0,Turkey,37.033333,27.433333,Yes,Yes,Limited
1235,47000.0,Tanzania,-8.733333,39.416667,Unknown,Unknown,Unknown
1236,8140.0,UnitedStates,40.083333,-74.866667,Unknown,Unknown,Limited
1237,16280.0,UnitedStates,37.016667,-122.2,Yes,Unknown,Unknown
1238,8420.0,UnitedStates,34.716667,-76.666667,Unknown,Yes,Limited
1239,16145.0,UnitedStates,34.383333,-119.516667,Unknown,Unknown,Unknown
1240,16440.0,UnitedStates,38.05,-122.216667,Yes,Yes,Unknown
1241,20300.0,UnitedStates,59.033333,-158.483333,Unknown,Yes,Unknown
1242,50017.0,Singapore,1.283333,103.733333,Yes,Yes,Major
1243,57440.0,Thailand,9.1,101.35,No,No,None
1244,5370.0,UnitedStates,47.116667,-88.566667,Yes,Yes,Limited
1245,6700.0,UnitedStates,44.383333,-68.2,Unknown,Yes,Limited
1246,24050.0,Sweden,56.666667,12.866667,Yes,Unknown,Moderate
1247,24720.0,Sweden,57.366667,16.5,Unknown,Unknown,Unknown
1248,24900.0,Sweden,57.916667,19.05,Yes,Unknown,Unknown
1249,25440.0,Sweden,60.1,18.816667,Yes,Unknown,Unknown
1250,25480.0,Sweden,60.183333,18.45,Yes,Unknown,Unknown
1251,25610.0,Sweden,60.933333,17.166667,Unknown,Unknown,Limited
1252,26310.0,Sweden,62.833333,17.883333,Unknown,Unknown,Moderate
1253,26380.0,Sweden,62.933333,17.8,Unknown,Unknown,Limited
1254,26720.0,Sweden,63.266667,18.733333,Unknown,Unknown,Unknown
1255,26790.0,Sweden,63.333333,19.15,Yes,Yes,Unknown
1256,55610.0,Tonga,-18.65,-173.983333,Yes,Unknown,Unknown
1257,55617.0,Tuvalu,-8.516667,179.133333,Unknown,Yes,Limited
1258,57910.0,Taiwan,23.983333,121.6,Yes,Yes,Moderate
1259,44622.0,Turkey,40.766667,29.55,Yes,Unknown,Unknown
1260,44740.0,Turkey,39.016667,26.816667,Unknown,Unknown,Unknown
1261,45368.0,Tunisia,33.783333,11.9,No,No,None
1262,45375.0,Tunisia,33.9,10.116667,Yes,Yes,Moderate
1263,45420.0,Tunisia,36.8,10.3,Yes,Yes,Major
1264,15640.0,ElSalvador,13.583333,-89.833333,Yes,Unknown,Limited
1265,16770.0,UnitedStates,43.366667,-124.216667,Yes,Yes,Limited
1266,16795.0,UnitedStates,43.716667,-124.1,Unknown,Unknown,Unknown
1267,6600.0,UnitedStates,44.9,-66.983333,Yes,Yes,Limited
1268,6620.0,UnitedStates,44.7,-67.4,Unknown,Yes,Limited
1269,43625.0,Ukraine,45.333333,28.85,Yes,Yes,Limited
1270,49794.0,Thailand,9.2,99.9,Unknown,Unknown,Limited
1271,44660.0,Turkey,40.383333,27.8,Yes,Unknown,Limited
1272,44730.0,Turkey,39.316667,26.7,Unknown,Unknown,Unknown
1273,44752.0,Turkey,38.766667,26.916667,Yes,Yes,Unknown
1274,7440.0,UnitedStates,41.616667,-71.4,Unknown,Unknown,Unknown
1275,8000.0,UnitedStates,39.766667,-74.1,Yes,Yes,Limited
1276,4370.0,UnitedStates,43.85,-82.65,Unknown,Unknown,Unknown
1277,9235.0,UnitedStates,29.75,-95.333333,Unknown,Unknown,Unknown
1278,44810.0,Turkey,36.633333,29.1,No,No,None
1279,23905.0,Sweden,58.483333,11.333333,Unknown,Unknown,Unknown
1280,25190.0,Sweden,58.583333,16.2,Yes,Unknown,Limited
1281,25460.0,Sweden,60.05,18.583333,Yes,Unknown,Limited
1282,26710.0,Sweden,63.166667,18.583333,Yes,Yes,Limited
1283,26810.0,Sweden,63.566667,19.483333,Yes,Unknown,Limited
1284,26880.0,Sweden,63.7,20.333333,Unknown,Unknown,Limited
1285,43334.0,Turkey,38.833333,26.933333,Yes,Yes,None
1286,8180.0,UnitedStates,37.266667,-76.016667,Yes,Yes,Unknown
1287,18070.0,UnitedStates,49.0,-122.75,Yes,Yes,Limited
1288,26290.0,Sweden,62.766667,17.933333,Unknown,Unknown,Unknown
1289,45430.0,Tunisia,36.8,10.25,Yes,Yes,Moderate
1290,40870.0,Slovenia,45.533333,13.566667,Yes,Unknown,Unknown
1291,25380.0,Sweden,59.333333,18.05,Yes,Yes,Major
1292,25700.0,Sweden,61.266667,17.183333,Unknown,Unknown,Limited
1293,17020.0,UnitedStates,46.683333,-123.733333,Yes,Yes,Limited
1294,45365.0,Tunisia,33.5,11.116667,Yes,Unknown,Unknown
1295,27330.0,Sweden,65.733333,23.766667,Yes,Unknown,EmergencyOnly
1296,25550.0,Sweden,60.65,17.4,Yes,Unknown,Limited
1297,25800.0,Sweden,61.9,17.35,Yes,Unknown,Limited
1298,26800.0,Sweden,63.533333,19.45,Yes,Yes,Unknown
1299,44801.0,Turkey,36.916667,35.966667,No,No,Limited
1300,45410.0,Tunisia,35.833333,10.65,Yes,Yes,Moderate
1301,45432.0,Tunisia,36.816667,10.3,Yes,Yes,Moderate
1302,17010.0,UnitedStates,46.666667,-123.783333,Yes,Yes,Limited
1303,25910.0,Sweden,62.383333,17.35,Yes,Yes,Limited
1304,12410.0,Suriname,5.833333,-55.166667,Yes,No,Limited
1305,43925.0,Ukraine,45.433333,28.3,Yes,Unknown,Limited
1306,25060.0,Sweden,57.766667,16.65,Yes,Unknown,Unknown
1307,25900.0,Sweden,62.333333,17.383333,Unknown,Unknown,Unknown
1308,27190.0,Sweden,65.316667,21.483333,Yes,Unknown,Limited
1309,25050.0,Sweden,57.733333,16.533333,Yes,Unknown,Unknown
1310,57070.0,SolomonIslands,-9.083333,159.216667,No,Yes,Limited
1311,57435.0,Thailand,6.95,101.3,Unknown,Unknown,Limited
1312,57461.0,Thailand,13.133333,100.883333,Unknown,Unknown,Limited
1313,29110.0,Denmark,55.1,14.7,Yes,Unknown,Moderate
1314,7820.0,UnitedStates,40.65,-74.183333,Yes,Yes,Moderate
1315,7780.0,UnitedStates,40.716667,-74.033333,Yes,Yes,Unknown
1316,7550.0,UnitedStates,41.233333,-72.916667,Yes,Yes,Moderate
1317,7500.0,UnitedStates,41.35,-72.083333,Yes,Yes,Major
1318,7480.0,UnitedStates,41.316667,-71.983333,Unknown,Yes,Limited
1319,8070.0,UnitedStates,39.816667,-75.416667,Yes,Yes,Limited
1320,8300.0,UnitedStates,36.966667,-76.433333,Yes,Yes,Major
1321,56180.0,UnitedStates,20.9,-156.466667,Yes,Yes,Limited
1322,57620.0,Vietnam,12.25,109.233333,Yes,Unknown,Limited
1323,7380.0,UnitedStates,41.5,-71.333333,Yes,Yes,Moderate
1324,7170.0,UnitedStates,43.366667,-70.466667,Unknown,Unknown,Limited
1325,7040.0,UnitedStates,43.866667,-69.583333,Unknown,Yes,Moderate
1326,6640.0,UnitedStates,44.533333,-67.616667,Yes,Yes,Limited
1327,6610.0,UnitedStates,44.866667,-66.983333,Unknown,Yes,Limited
1328,19580.0,UnitedStates,58.3,-134.416667,Yes,Yes,Limited
1329,19520.0,UnitedStates,58.116667,-134.75,Yes,Yes,Unknown
1330,17660.0,UnitedStates,47.05,-122.9,Yes,Yes,Limited
1331,17430.0,UnitedStates,47.566667,-122.65,Yes,Yes,Major
1332,16900.0,UnitedStates,46.133333,-122.933333,Yes,Yes,Limited
1333,16820.0,UnitedStates,44.633333,-124.05,Yes,Yes,Limited
1334,13150.0,Uruguay,-33.883333,-58.416667,Yes,No,Limited
1335,4920.0,UnitedStates,44.6,-87.433333,Yes,Yes,Limited
1336,4910.0,UnitedStates,44.466667,-87.5,Yes,Yes,Limited
1337,4860.0,UnitedStates,43.033333,-87.883333,Yes,Yes,Moderate
1338,4670.0,UnitedStates,43.95,-86.45,Yes,Yes,Moderate
1339,4590.0,UnitedStates,45.433333,-84.983333,Yes,Yes,Moderate
1340,20400.0,UnitedStates,64.5,-165.416667,Yes,Yes,Unknown
1341,11310.0,U.S.VirginIslands,18.35,-64.933333,Yes,Yes,Limited
1342,16340.0,UnitedStates,37.816667,-122.333333,Yes,Yes,Major
1343,16240.0,UnitedStates,36.616667,-121.883333,Unknown,Yes,Limited
1344,16210.0,UnitedStates,35.366667,-120.85,Yes,Yes,Limited
1345,16070.0,UnitedStates,33.766667,-118.183333,Yes,Yes,Major
1346,8860.0,UnitedStates,29.95,-90.05,Yes,Yes,Major
1347,8820.0,UnitedStates,30.4,-90.15,Yes,Yes,Moderate
1348,8770.0,UnitedStates,30.683333,-88.116667,Yes,Yes,Major
1349,8640.0,UnitedStates,25.783333,-80.183333,Yes,Yes,Moderate
1350,8580.0,UnitedStates,30.316667,-81.65,Yes,Yes,Major
1351,8500.0,UnitedStates,32.783333,-79.916667,Yes,Yes,Major
1352,16330.0,UnitedStates,37.783333,-122.266667,Yes,Yes,Major
1353,8430.0,UnitedStates,34.716667,-76.7,Yes,Yes,Limited
1354,8370.0,UnitedStates,35.916667,-76.25,Yes,Yes,Unknown
1355,8340.0,UnitedStates,36.05,-76.616667,Unknown,Yes,Unknown
1356,3500.0,UnitedStates,41.466667,-82.183333,Yes,Yes,Major
1357,3450.0,UnitedStates,42.15,-80.1,Yes,Yes,Moderate
1358,56300.0,UnitedStates,21.95,-159.35,Yes,Yes,Limited
1359,12280.0,Venezuela,10.15,-63.033333,Yes,Yes,EmergencyOnly
1360,57650.0,Vietnam,16.1,108.216667,Yes,Yes,Limited
1361,13100.0,Uruguay,-34.65,-54.15,Unknown,Unknown,Unknown
1362,13140.0,Uruguay,-34.466667,-57.85,No,No,Limited
1363,13160.0,Uruguay,-33.116667,-58.316667,No,No,Limited
